Report Date,County,Place of Fatality,Deaths by County of Residence
10/16/2021,Chautauqua,168,172
10/16/2021,Chemung,202,153
10/16/2021,Chenango,56,86
10/16/2021,Clinton,51,38
10/16/2021,Columbia,114,111
10/16/2021,Cortland,73,79
10/16/2021,Delaware,21,47
10/16/2021,Dutchess,521,497
10/16/2021,Erie,2151,1938
10/16/2021,Essex,23,31
10/16/2021,Franklin,12,20
10/16/2021,Fulton,65,102
10/16/2021,Genesee,115,132
10/16/2021,Greene,30,86
10/16/2021,Hamilton,0,3
10/16/2021,Herkimer,54,125
10/16/2021,Jefferson,64,74
10/16/2021,Kings,6790,7542
10/16/2021,Lewis,13,38
10/16/2021,Livingston,43,71
10/16/2021,Madison,89,102
10/16/2021,Manhattan,5123,3128
10/16/2021,Monroe,1342,1180
10/16/2021,Montgomery,117,138
10/16/2021,Nassau,3988,3286
10/16/2021,Niagara,251,397
10/16/2021,Non-NYS,0,310
10/16/2021,Oneida,602,582
10/16/2021,Onondaga,898,755
10/16/2021,Ontario,137,110
10/16/2021,Orange,806,768
10/16/2021,Orleans,50,87
10/16/2021,Oswego,74,112
10/16/2021,Otsego,81,54
10/16/2021,Putnam,88,96
10/16/2021,Queens,5835,7180
10/16/2021,Rensselaer,137,167
10/16/2021,Richmond,1174,1199
10/16/2021,Rockland,741,779
10/16/2021,Saratoga,149,197
10/16/2021,Schenectady,216,227
10/16/2021,Schoharie,6,21
10/16/2021,Schuyler,5,17
10/16/2021,Seneca,30,63
10/16/2021,St. Lawrence,114,124
10/16/2021,Statewide Total,45109,45109
10/16/2021,Steuben,137,173
10/16/2021,Suffolk,3616,3590
10/16/2021,Sullivan,71,83
10/16/2021,Tioga,40,71
10/16/2021,Tompkins,65,59
10/16/2021,Ulster,159,277
10/16/2021,Warren,106,81
10/16/2021,Washington,35,67
10/16/2021,Wayne,51,84
10/16/2021,Westchester,2536,2338
10/16/2021,Wyoming,42,57
10/16/2021,Yates,20,27
10/17/2020,Albany,180,124
10/17/2020,Allegany,1,6
10/17/2020,Bronx,3105,3394
10/17/2020,Broome,96,87
10/17/2020,Cattaraugus,14,15
10/17/2020,Cayuga,2,3
10/17/2020,Chautauqua,5,4
10/17/2020,Chemung,13,9
10/17/2020,Chenango,3,6
10/17/2020,Clinton,6,5
10/17/2020,Columbia,44,48
10/17/2020,Cortland,0,1
10/17/2020,Delaware,0,5
10/17/2020,Dutchess,167,163
10/17/2020,Erie,670,641
10/17/2020,Essex,13,14
10/17/2020,Franklin,1,1
10/17/2020,Fulton,20,28
10/17/2020,Genesee,6,6
10/17/2020,Greene,5,15
10/17/2020,Hamilton,0,1
10/17/2020,Herkimer,8,10
10/17/2020,Jefferson,1,1
10/17/2020,Kings,4588,5093
10/17/2020,Lewis,0,5
10/17/2020,Livingston,6,6
10/17/2020,Madison,6,9
10/17/2020,Manhattan,3412,2118
10/17/2020,Monroe,280,260
10/17/2020,Montgomery,8,9
10/17/2020,Nassau,2724,2208
10/17/2020,Niagara,69,90
10/17/2020,Non-NYS,0,108
10/17/2020,Oneida,119,126
10/17/2020,Onondaga,199,182
10/17/2020,Ontario,28,29
10/17/2020,Orange,418,417
10/17/2020,Orleans,41,55
10/17/2020,Oswego,0,3
10/17/2020,Otsego,6,4
10/17/2020,Putnam,63,63
10/17/2020,Queens,4105,5135
10/17/2020,Rensselaer,47,42
10/17/2020,Richmond,758,759
10/17/2020,Rockland,472,509
10/17/2020,Saratoga,5,15
10/17/2020,Schenectady,47,48
10/17/2020,Schoharie,0,2
10/17/2020,Schuyler,0,0
10/17/2020,Seneca,0,2
10/17/2020,St. Lawrence,4,4
10/17/2020,Statewide Total,25644,25644
10/17/2020,Steuben,57,67
10/17/2020,Suffolk,2064,2018
10/17/2020,Sullivan,32,37
10/17/2020,Tioga,19,25
10/17/2020,Tompkins,3,0
10/17/2020,Ulster,52,84
10/17/2020,Warren,31,30
10/17/2020,Washington,11,14
10/17/2020,Wayne,1,3
10/17/2020,Westchester,1600,1467
10/17/2020,Wyoming,3,5
10/17/2020,Yates,6,6
10/17/2021,Albany,660,388
10/17/2021,Allegany,62,96
10/17/2021,Bronx,4234,4676
10/17/2021,Broome,458,403
10/17/2021,Cattaraugus,117,113
10/17/2021,Cayuga,85,107
10/17/2021,Chautauqua,169,173
10/17/2021,Chemung,202,153
10/17/2021,Chenango,56,86
10/17/2021,Clinton,51,38
10/17/2021,Columbia,114,111
10/17/2021,Cortland,73,79
10/17/2021,Delaware,21,47
10/17/2021,Dutchess,522,497
10/17/2021,Erie,2153,1940
10/17/2021,Essex,23,31
10/17/2021,Franklin,12,20
10/17/2021,Fulton,65,102
10/17/2021,Genesee,115,132
10/17/2021,Greene,30,86
10/17/2021,Hamilton,0,3
10/17/2021,Herkimer,54,126
10/17/2021,Jefferson,64,74
10/17/2021,Kings,6792,7544
10/17/2021,Lewis,13,38
10/17/2021,Livingston,44,71
10/17/2021,Madison,89,102
10/17/2021,Manhattan,5123,3128
10/17/2021,Monroe,1344,1182
10/17/2021,Montgomery,117,138
10/17/2021,Nassau,3989,3286
10/17/2021,Niagara,251,397
10/17/2021,Non-NYS,0,310
10/17/2021,Oneida,603,582
10/17/2021,Onondaga,900,757
10/17/2021,Ontario,137,110
10/17/2021,Orange,806,768
10/17/2021,Orleans,50,87
10/17/2021,Oswego,74,112
10/17/2021,Otsego,81,54
10/17/2021,Putnam,88,96
10/17/2021,Queens,5836,7182
10/17/2021,Rensselaer,137,167
10/17/2021,Richmond,1175,1200
10/17/2021,Rockland,741,779
10/17/2021,Saratoga,149,198
10/17/2021,Schenectady,217,227
10/17/2021,Schoharie,6,21
10/17/2021,Schuyler,5,17
10/17/2021,Seneca,30,63
10/17/2021,St. Lawrence,116,126
10/17/2021,Statewide Total,45137,45137
10/17/2021,Steuben,137,173
10/17/2021,Suffolk,3619,3593
10/17/2021,Sullivan,71,83
10/17/2021,Tioga,40,71
10/17/2021,Tompkins,65,59
10/17/2021,Ulster,159,278
10/17/2021,Warren,107,82
10/17/2021,Washington,35,67
10/17/2021,Wayne,51,84
10/17/2021,Westchester,2536,2338
10/17/2021,Wyoming,43,58
10/17/2021,Yates,21,28
10/18/2020,Albany,182,126
10/18/2020,Allegany,3,8
10/18/2020,Bronx,3106,3395
10/18/2020,Broome,96,87
10/18/2020,Cattaraugus,15,16
10/18/2020,Cayuga,2,3
10/18/2020,Chautauqua,5,4
10/18/2020,Chemung,14,9
10/18/2020,Chenango,3,6
10/18/2020,Clinton,6,5
10/18/2020,Columbia,44,48
10/18/2020,Cortland,0,1
10/18/2020,Delaware,0,5
10/18/2020,Dutchess,167,163
10/18/2020,Erie,670,641
10/18/2020,Essex,13,14
10/18/2020,Franklin,1,1
10/18/2020,Fulton,20,28
10/18/2020,Genesee,6,6
10/18/2020,Greene,5,15
10/18/2020,Hamilton,0,1
10/18/2020,Herkimer,8,10
10/18/2020,Jefferson,1,1
10/18/2020,Kings,4590,5096
10/18/2020,Lewis,0,5
10/18/2020,Livingston,6,6
10/18/2020,Madison,6,9
10/18/2020,Manhattan,3414,2119
10/18/2020,Monroe,280,260
10/18/2020,Montgomery,8,9
10/18/2020,Nassau,2724,2208
10/18/2020,Niagara,69,90
10/18/2020,Non-NYS,0,109
10/18/2020,Oneida,119,126
10/18/2020,Onondaga,199,182
10/18/2020,Ontario,28,29
10/18/2020,Orange,418,417
10/18/2020,Orleans,41,55
10/18/2020,Oswego,0,3
10/18/2020,Otsego,6,4
10/18/2020,Putnam,63,63
10/18/2020,Queens,4105,5135
10/18/2020,Rensselaer,47,42
10/18/2020,Richmond,758,759
10/18/2020,Rockland,472,510
10/18/2020,Saratoga,5,15
10/18/2020,Schenectady,47,48
10/18/2020,Schoharie,0,2
10/18/2020,Schuyler,0,0
10/18/2020,Seneca,0,2
10/18/2020,St. Lawrence,4,4
10/18/2020,Statewide Total,25659,25659
10/18/2020,Steuben,58,68
10/18/2020,Suffolk,2064,2018
10/18/2020,Sullivan,32,37
10/18/2020,Tioga,19,25
10/18/2020,Tompkins,3,0
10/18/2020,Ulster,52,84
10/18/2020,Warren,31,30
10/18/2020,Washington,11,14
10/18/2020,Wayne,1,3
10/18/2020,Westchester,1603,1469
10/18/2020,Wyoming,3,5
10/18/2020,Yates,6,6
10/18/2021,Albany,660,388
10/18/2021,Allegany,62,96
10/18/2021,Bronx,4235,4677
10/18/2021,Broome,459,404
10/18/2021,Cattaraugus,117,113
10/18/2021,Cayuga,85,107
10/18/2021,Chautauqua,170,174
10/18/2021,Chemung,203,154
10/18/2021,Chenango,56,86
10/18/2021,Clinton,51,38
10/18/2021,Columbia,114,111
10/18/2021,Cortland,73,79
10/18/2021,Delaware,21,47
10/18/2021,Dutchess,522,497
10/18/2021,Erie,2157,1944
10/18/2021,Essex,23,31
10/18/2021,Franklin,12,20
10/18/2021,Fulton,65,102
10/18/2021,Genesee,115,132
10/18/2021,Greene,30,86
10/18/2021,Hamilton,0,3
10/18/2021,Herkimer,55,128
10/18/2021,Jefferson,64,74
10/18/2021,Kings,6795,7547
10/18/2021,Lewis,13,38
10/18/2021,Livingston,44,71
10/18/2021,Madison,89,102
10/18/2021,Manhattan,5123,3128
10/18/2021,Monroe,1345,1183
10/18/2021,Montgomery,118,139
10/18/2021,Nassau,3992,3290
10/18/2021,Niagara,251,397
10/18/2021,Non-NYS,0,311
10/18/2021,Oneida,606,585
10/18/2021,Onondaga,902,758
10/18/2021,Ontario,137,110
10/18/2021,Orange,808,770
10/18/2021,Orleans,50,87
10/18/2021,Oswego,74,112
10/18/2021,Otsego,81,54
10/18/2021,Putnam,88,96
10/18/2021,Queens,5838,7183
10/18/2021,Rensselaer,137,167
10/18/2021,Richmond,1175,1200
10/18/2021,Rockland,741,779
10/18/2021,Saratoga,149,198
10/18/2021,Schenectady,217,227
10/18/2021,Schoharie,6,21
10/18/2021,Schuyler,5,17
10/18/2021,Seneca,30,63
10/18/2021,St. Lawrence,116,126
10/18/2021,Statewide Total,45167,45167
10/18/2021,Steuben,137,173
10/18/2021,Suffolk,3622,3596
10/18/2021,Sullivan,71,83
10/18/2021,Tioga,40,71
10/18/2021,Tompkins,65,59
10/18/2021,Ulster,159,278
10/18/2021,Warren,107,82
10/18/2021,Washington,35,67
10/18/2021,Wayne,51,84
10/18/2021,Westchester,2537,2338
10/18/2021,Wyoming,43,58
10/18/2021,Yates,21,28
10/19/2020,Albany,182,126
10/19/2020,Allegany,4,9
10/19/2020,Bronx,3107,3396
10/19/2020,Broome,98,89
10/19/2020,Cattaraugus,15,16
10/19/2020,Cayuga,2,3
10/19/2020,Chautauqua,5,4
10/19/2020,Chemung,15,9
10/19/2020,Chenango,3,6
10/19/2020,Clinton,6,5
10/19/2020,Columbia,44,48
10/19/2020,Cortland,0,1
10/19/2020,Delaware,0,5
10/19/2020,Dutchess,168,164
10/19/2020,Erie,672,643
10/19/2020,Essex,13,14
10/19/2020,Franklin,1,1
10/19/2020,Fulton,20,28
10/19/2020,Genesee,6,6
10/19/2020,Greene,5,15
10/19/2020,Hamilton,0,1
10/19/2020,Herkimer,8,10
10/19/2020,Jefferson,1,1
10/19/2020,Kings,4592,5098
10/19/2020,Lewis,0,5
10/19/2020,Livingston,6,6
10/19/2020,Madison,6,9
10/19/2020,Manhattan,3415,2119
10/19/2020,Monroe,280,260
10/19/2020,Montgomery,8,9
10/19/2020,Nassau,2724,2208
10/19/2020,Niagara,69,90
10/19/2020,Non-NYS,0,110
10/19/2020,Oneida,119,126
10/19/2020,Onondaga,199,182
10/19/2020,Ontario,28,29
10/19/2020,Orange,418,417
10/19/2020,Orleans,41,55
10/19/2020,Oswego,0,3
10/19/2020,Otsego,6,4
10/19/2020,Putnam,63,63
10/19/2020,Queens,4105,5135
10/19/2020,Rensselaer,47,42
10/19/2020,Richmond,759,760
10/19/2020,Rockland,472,510
10/19/2020,Saratoga,5,15
10/19/2020,Schenectady,47,48
10/19/2020,Schoharie,0,2
10/19/2020,Schuyler,0,1
10/19/2020,Seneca,0,2
10/19/2020,St. Lawrence,4,4
10/19/2020,Statewide Total,25672,25672
10/19/2020,Steuben,58,68
10/19/2020,Suffolk,2065,2019
10/19/2020,Sullivan,32,37
10/19/2020,Tioga,19,25
10/19/2020,Tompkins,3,0
10/19/2020,Ulster,52,84
10/19/2020,Warren,31,30
10/19/2020,Washington,11,14
10/19/2020,Wayne,1,3
10/19/2020,Westchester,1603,1469
10/19/2020,Wyoming,3,5
10/19/2020,Yates,6,6
10/19/2021,Albany,661,389
10/19/2021,Allegany,62,96
10/19/2021,Bronx,4236,4678
10/19/2021,Broome,460,405
10/19/2021,Cattaraugus,118,113
10/19/2021,Cayuga,85,107
10/19/2021,Chautauqua,170,174
10/19/2021,Chemung,204,155
10/19/2021,Chenango,56,86
10/19/2021,Clinton,52,39
10/19/2021,Columbia,114,111
10/19/2021,Cortland,73,79
10/19/2021,Delaware,21,47
10/19/2021,Dutchess,523,497
10/19/2021,Erie,2158,1945
10/19/2021,Essex,23,31
10/19/2021,Franklin,12,20
10/19/2021,Fulton,65,102
10/19/2021,Genesee,115,132
10/19/2021,Greene,30,86
10/19/2021,Hamilton,0,3
10/19/2021,Herkimer,55,128
10/19/2021,Jefferson,65,75
10/19/2021,Kings,6800,7552
10/19/2021,Lewis,13,38
10/19/2021,Livingston,44,71
10/19/2021,Madison,89,102
10/19/2021,Manhattan,5123,3128
10/19/2021,Monroe,1346,1184
10/19/2021,Montgomery,119,140
10/19/2021,Nassau,3996,3292
10/19/2021,Niagara,251,397
10/19/2021,Non-NYS,0,313
10/19/2021,Oneida,606,586
10/19/2021,Onondaga,904,760
10/19/2021,Ontario,137,110
10/19/2021,Orange,808,770
10/19/2021,Orleans,50,87
10/19/2021,Oswego,74,112
10/19/2021,Otsego,82,54
10/19/2021,Putnam,89,97
10/19/2021,Queens,5841,7188
10/19/2021,Rensselaer,137,167
10/19/2021,Richmond,1176,1201
10/19/2021,Rockland,741,779
10/19/2021,Saratoga,150,199
10/19/2021,Schenectady,217,227
10/19/2021,Schoharie,6,21
10/19/2021,Schuyler,5,17
10/19/2021,Seneca,30,63
10/19/2021,St. Lawrence,116,126
10/19/2021,Statewide Total,45205,45205
10/19/2021,Steuben,137,173
10/19/2021,Suffolk,3627,3601
10/19/2021,Sullivan,71,83
10/19/2021,Tioga,40,71
10/19/2021,Tompkins,65,59
10/19/2021,Ulster,159,278
10/19/2021,Warren,109,84
10/19/2021,Washington,35,67
10/19/2021,Wayne,51,84
10/19/2021,Westchester,2539,2340
10/19/2021,Wyoming,43,58
10/19/2021,Yates,21,28
10/20/2020,Albany,182,126
10/20/2020,Allegany,4,9
10/20/2020,Bronx,3107,3396
10/20/2020,Broome,98,89
10/20/2020,Cattaraugus,15,16
10/20/2020,Cayuga,2,3
10/20/2020,Chautauqua,5,4
10/20/2020,Chemung,16,9
10/20/2020,Chenango,3,6
10/20/2020,Clinton,6,5
10/20/2020,Columbia,44,48
10/20/2020,Cortland,0,1
10/20/2020,Delaware,0,5
10/20/2020,Dutchess,168,164
10/20/2020,Erie,672,643
10/20/2020,Essex,13,14
10/20/2020,Franklin,1,1
10/20/2020,Fulton,20,28
10/20/2020,Genesee,6,6
10/20/2020,Greene,5,15
10/20/2020,Hamilton,0,1
10/20/2020,Herkimer,8,10
10/20/2020,Jefferson,1,1
10/20/2020,Kings,4597,5103
10/20/2020,Lewis,0,5
10/20/2020,Livingston,6,6
10/20/2020,Madison,6,9
10/20/2020,Manhattan,3415,2119
10/20/2020,Monroe,280,260
10/20/2020,Montgomery,8,9
10/20/2020,Nassau,2724,2208
10/20/2020,Niagara,69,90
10/20/2020,Non-NYS,0,110
10/20/2020,Oneida,119,126
10/20/2020,Onondaga,199,182
10/20/2020,Ontario,28,29
10/20/2020,Orange,418,417
10/20/2020,Orleans,41,55
10/20/2020,Oswego,0,3
10/20/2020,Otsego,6,4
10/20/2020,Putnam,63,63
10/20/2020,Queens,4105,5135
10/20/2020,Rensselaer,47,42
10/20/2020,Richmond,759,760
10/20/2020,Rockland,472,510
10/20/2020,Saratoga,5,15
10/20/2020,Schenectady,47,48
10/20/2020,Schoharie,0,2
10/20/2020,Schuyler,0,2
10/20/2020,Seneca,0,2
10/20/2020,St. Lawrence,4,4
10/20/2020,Statewide Total,25679,25679
10/20/2020,Steuben,58,68
10/20/2020,Suffolk,2065,2019
10/20/2020,Sullivan,32,37
10/20/2020,Tioga,19,25
10/20/2020,Tompkins,3,0
10/20/2020,Ulster,52,84
10/20/2020,Warren,31,30
10/20/2020,Washington,11,14
10/20/2020,Wayne,1,3
10/20/2020,Westchester,1604,1470
10/20/2020,Wyoming,3,5
10/20/2020,Yates,6,6
10/20/2021,Albany,662,390
10/20/2021,Allegany,62,97
10/20/2021,Bronx,4236,4678
10/20/2021,Broome,460,405
10/20/2021,Cattaraugus,122,115
10/20/2021,Cayuga,85,107
10/20/2021,Chautauqua,171,175
10/20/2021,Chemung,204,156
10/20/2021,Chenango,56,86
10/20/2021,Clinton,53,40
10/20/2021,Columbia,114,111
10/20/2021,Cortland,74,79
10/20/2021,Delaware,21,47
10/20/2021,Dutchess,524,499
10/20/2021,Erie,2162,1949
10/20/2021,Essex,23,31
10/20/2021,Franklin,12,20
10/20/2021,Fulton,66,104
10/20/2021,Genesee,115,132
10/20/2021,Greene,30,86
10/20/2021,Hamilton,0,3
10/20/2021,Herkimer,55,128
10/20/2021,Jefferson,67,76
10/20/2021,Kings,6802,7554
10/20/2021,Lewis,13,38
10/20/2021,Livingston,44,71
10/20/2021,Madison,89,102
10/20/2021,Manhattan,5126,3131
10/20/2021,Monroe,1350,1188
10/20/2021,Montgomery,120,141
10/20/2021,Nassau,3997,3293
10/20/2021,Niagara,251,397
10/20/2021,Non-NYS,0,317
10/20/2021,Oneida,610,589
10/20/2021,Onondaga,906,761
10/20/2021,Ontario,137,110
10/20/2021,Orange,810,771
10/20/2021,Orleans,50,87
10/20/2021,Oswego,74,113
10/20/2021,Otsego,84,55
10/20/2021,Putnam,89,98
10/20/2021,Queens,5842,7189
10/20/2021,Rensselaer,137,167
10/20/2021,Richmond,1177,1202
10/20/2021,Rockland,741,779
10/20/2021,Saratoga,151,200
10/20/2021,Schenectady,217,227
10/20/2021,Schoharie,6,21
10/20/2021,Schuyler,5,17
10/20/2021,Seneca,30,63
10/20/2021,St. Lawrence,117,127
10/20/2021,Statewide Total,45252,45252
10/20/2021,Steuben,137,173
10/20/2021,Suffolk,3631,3605
10/20/2021,Sullivan,71,83
10/20/2021,Tioga,40,71
10/20/2021,Tompkins,65,59
10/20/2021,Ulster,159,278
10/20/2021,Warren,109,84
10/20/2021,Washington,35,67
10/20/2021,Wayne,51,84
10/20/2021,Westchester,2541,2340
10/20/2021,Wyoming,43,58
10/20/2021,Yates,21,28
10/21/2020,Albany,182,126
10/21/2020,Allegany,4,9
10/21/2020,Bronx,3107,3396
10/21/2020,Broome,99,90
10/21/2020,Cattaraugus,15,16
10/21/2020,Cayuga,2,3
10/21/2020,Chautauqua,5,4
10/21/2020,Chemung,17,10
10/21/2020,Chenango,3,6
10/21/2020,Clinton,6,5
10/21/2020,Columbia,44,48
10/21/2020,Cortland,0,1
10/21/2020,Delaware,0,5
10/21/2020,Dutchess,168,164
10/21/2020,Erie,675,646
10/21/2020,Essex,13,14
10/21/2020,Franklin,1,1
10/21/2020,Fulton,20,28
10/21/2020,Genesee,6,6
10/21/2020,Greene,5,15
10/21/2020,Hamilton,0,1
10/21/2020,Herkimer,8,10
10/21/2020,Jefferson,1,1
10/21/2020,Kings,4599,5105
10/21/2020,Lewis,0,5
10/21/2020,Livingston,6,6
10/21/2020,Madison,6,9
10/21/2020,Manhattan,3416,2120
10/21/2020,Monroe,281,261
10/21/2020,Montgomery,8,9
10/21/2020,Nassau,2724,2208
10/21/2020,Niagara,69,90
10/21/2020,Non-NYS,0,110
10/21/2020,Oneida,119,126
10/21/2020,Onondaga,200,183
10/21/2020,Ontario,28,29
10/21/2020,Orange,419,418
10/21/2020,Orleans,41,55
10/21/2020,Oswego,1,4
10/21/2020,Otsego,6,4
10/21/2020,Putnam,63,63
10/21/2020,Queens,4106,5136
10/21/2020,Rensselaer,47,42
10/21/2020,Richmond,759,760
10/21/2020,Rockland,473,511
10/21/2020,Saratoga,5,15
10/21/2020,Schenectady,47,48
10/21/2020,Schoharie,0,2
10/21/2020,Schuyler,0,2
10/21/2020,Seneca,0,2
10/21/2020,St. Lawrence,4,4
10/21/2020,Statewide Total,25694,25694
10/21/2020,Steuben,59,69
10/21/2020,Suffolk,2065,2019
10/21/2020,Sullivan,32,37
10/21/2020,Tioga,19,25
10/21/2020,Tompkins,3,0
10/21/2020,Ulster,52,84
10/21/2020,Warren,31,30
10/21/2020,Washington,11,14
10/21/2020,Wayne,1,3
10/21/2020,Westchester,1604,1470
10/21/2020,Wyoming,3,5
10/21/2020,Yates,6,6
10/21/2021,Albany,662,390
10/21/2021,Allegany,62,97
10/21/2021,Bronx,4237,4679
10/21/2021,Broome,463,407
10/21/2021,Cattaraugus,122,115
10/21/2021,Cayuga,85,107
10/21/2021,Chautauqua,171,175
10/21/2021,Chemung,204,156
10/21/2021,Chenango,56,86
10/21/2021,Clinton,53,40
10/21/2021,Columbia,114,111
10/21/2021,Cortland,74,80
10/21/2021,Delaware,22,48
10/21/2021,Dutchess,524,499
10/21/2021,Erie,2163,1950
10/21/2021,Essex,23,31
10/21/2021,Franklin,13,21
10/21/2021,Fulton,66,104
10/21/2021,Genesee,115,132
10/21/2021,Greene,30,86
10/21/2021,Hamilton,0,3
10/21/2021,Herkimer,55,128
10/21/2021,Jefferson,67,76
10/21/2021,Kings,6803,7556
10/21/2021,Lewis,13,38
10/21/2021,Livingston,44,71
10/21/2021,Madison,89,102
10/21/2021,Manhattan,5128,3132
10/21/2021,Monroe,1350,1188
10/21/2021,Montgomery,120,141
10/21/2021,Nassau,4001,3296
10/21/2021,Niagara,251,397
10/21/2021,Non-NYS,0,318
10/21/2021,Oneida,610,589
10/21/2021,Onondaga,908,762
10/21/2021,Ontario,137,110
10/21/2021,Orange,810,771
10/21/2021,Orleans,50,87
10/21/2021,Oswego,74,113
10/21/2021,Otsego,84,55
10/21/2021,Putnam,89,98
10/21/2021,Queens,5843,7191
10/21/2021,Rensselaer,137,167
10/21/2021,Richmond,1177,1202
10/21/2021,Rockland,742,779
10/21/2021,Saratoga,152,201
10/21/2021,Schenectady,218,228
10/21/2021,Schoharie,6,21
10/21/2021,Schuyler,5,17
10/21/2021,Seneca,30,63
10/21/2021,St. Lawrence,117,127
10/21/2021,Statewide Total,45278,45278
10/21/2021,Steuben,137,173
10/21/2021,Suffolk,3635,3609
10/21/2021,Sullivan,71,83
10/21/2021,Tioga,40,72
10/21/2021,Tompkins,65,59
10/21/2021,Ulster,161,280
10/21/2021,Warren,109,84
10/21/2021,Washington,35,67
10/21/2021,Wayne,51,84
10/21/2021,Westchester,2541,2340
10/21/2021,Wyoming,43,58
10/21/2021,Yates,21,28
10/22/2020,Albany,183,127
10/22/2020,Allegany,4,9
10/22/2020,Bronx,3107,3396
10/22/2020,Broome,99,90
10/22/2020,Cattaraugus,16,17
10/22/2020,Cayuga,2,3
10/22/2020,Chautauqua,5,4
10/22/2020,Chemung,18,11
10/22/2020,Chenango,3,6
10/22/2020,Clinton,6,5
10/22/2020,Columbia,44,48
10/22/2020,Cortland,0,1
10/22/2020,Delaware,0,5
10/22/2020,Dutchess,168,165
10/22/2020,Erie,676,647
10/22/2020,Essex,13,14
10/22/2020,Franklin,1,1
10/22/2020,Fulton,20,28
10/22/2020,Genesee,6,6
10/22/2020,Greene,5,15
10/22/2020,Hamilton,0,1
10/22/2020,Herkimer,8,10
10/22/2020,Jefferson,1,1
10/22/2020,Kings,4601,5108
10/22/2020,Lewis,0,5
10/22/2020,Livingston,6,6
10/22/2020,Madison,6,9
10/22/2020,Manhattan,3418,2120
10/22/2020,Monroe,281,261
10/22/2020,Montgomery,8,9
10/22/2020,Nassau,2724,2208
10/22/2020,Niagara,69,90
10/22/2020,Non-NYS,0,110
10/22/2020,Oneida,119,126
10/22/2020,Onondaga,201,184
10/22/2020,Ontario,28,29
10/22/2020,Orange,421,419
10/22/2020,Orleans,41,55
10/22/2020,Oswego,1,4
10/22/2020,Otsego,6,4
10/22/2020,Putnam,63,63
10/22/2020,Queens,4106,5136
10/22/2020,Rensselaer,47,42
10/22/2020,Richmond,759,760
10/22/2020,Rockland,473,512
10/22/2020,Saratoga,5,15
10/22/2020,Schenectady,47,48
10/22/2020,Schoharie,0,2
10/22/2020,Schuyler,0,2
10/22/2020,Seneca,0,2
10/22/2020,St. Lawrence,4,4
10/22/2020,Statewide Total,25705,25705
10/22/2020,Steuben,59,69
10/22/2020,Suffolk,2065,2019
10/22/2020,Sullivan,32,37
10/22/2020,Tioga,19,25
10/22/2020,Tompkins,3,0
10/22/2020,Ulster,52,84
10/22/2020,Warren,31,30
10/22/2020,Washington,11,14
10/22/2020,Wayne,1,3
10/22/2020,Westchester,1604,1470
10/22/2020,Wyoming,3,5
10/22/2020,Yates,6,6
10/22/2021,Albany,664,390
10/22/2021,Allegany,63,98
10/22/2021,Bronx,4237,4680
10/22/2021,Broome,464,408
10/22/2021,Cattaraugus,123,116
10/22/2021,Cayuga,85,107
10/22/2021,Chautauqua,171,175
10/22/2021,Chemung,204,156
10/22/2021,Chenango,56,88
10/22/2021,Clinton,53,40
10/22/2021,Columbia,115,111
10/22/2021,Cortland,74,80
10/22/2021,Delaware,22,48
10/22/2021,Dutchess,526,499
10/22/2021,Erie,2167,1953
10/22/2021,Essex,23,31
10/22/2021,Franklin,14,22
10/22/2021,Fulton,66,104
10/22/2021,Genesee,115,132
10/22/2021,Greene,30,87
10/22/2021,Hamilton,0,3
10/22/2021,Herkimer,55,128
10/22/2021,Jefferson,67,76
10/22/2021,Kings,6805,7558
10/22/2021,Lewis,13,38
10/22/2021,Livingston,44,71
10/22/2021,Madison,90,102
10/22/2021,Manhattan,5128,3132
10/22/2021,Monroe,1352,1189
10/22/2021,Montgomery,120,142
10/22/2021,Nassau,4004,3299
10/22/2021,Niagara,252,398
10/22/2021,Non-NYS,0,319
10/22/2021,Oneida,610,589
10/22/2021,Onondaga,913,765
10/22/2021,Ontario,137,110
10/22/2021,Orange,811,772
10/22/2021,Orleans,50,88
10/22/2021,Oswego,74,115
10/22/2021,Otsego,84,55
10/22/2021,Putnam,89,98
10/22/2021,Queens,5846,7194
10/22/2021,Rensselaer,138,169
10/22/2021,Richmond,1178,1203
10/22/2021,Rockland,742,779
10/22/2021,Saratoga,153,202
10/22/2021,Schenectady,218,229
10/22/2021,Schoharie,6,21
10/22/2021,Schuyler,5,17
10/22/2021,Seneca,30,63
10/22/2021,St. Lawrence,117,127
10/22/2021,Statewide Total,45316,45316
10/22/2021,Steuben,137,173
10/22/2021,Suffolk,3637,3611
10/22/2021,Sullivan,71,83
10/22/2021,Tioga,40,72
10/22/2021,Tompkins,65,59
10/22/2021,Ulster,161,280
10/22/2021,Warren,109,84
10/22/2021,Washington,35,67
10/22/2021,Wayne,51,84
10/22/2021,Westchester,2543,2341
10/22/2021,Wyoming,43,58
10/22/2021,Yates,21,28
10/23/2020,Albany,184,128
10/23/2020,Allegany,4,9
10/23/2020,Bronx,3107,3396
10/23/2020,Broome,104,95
10/23/2020,Cattaraugus,16,17
10/23/2020,Cayuga,2,3
10/23/2020,Chautauqua,5,4
10/23/2020,Chemung,19,12
10/23/2020,Chenango,3,6
10/23/2020,Clinton,6,5
10/23/2020,Columbia,44,48
10/23/2020,Cortland,0,1
10/23/2020,Delaware,0,5
10/23/2020,Dutchess,168,165
10/23/2020,Erie,676,647
10/23/2020,Essex,13,14
10/23/2020,Franklin,1,1
